player_id,player_x,team,height,weight,position,player_y,season,team_id,gp,pts,ast,reb,fgm,fga,fg_pct,min
1631172,Ousmane Dieng,Thunder,6-9,185,Forward,Ousmane Dieng,2024-25,1610612760,37,142,31,81,54,125,0.432,405.0
1642265,Rob Dillingham,Timberwolves,6-3,175,Guard,Rob Dillingham,2024-25,1610612750,49,219,98,50,93,211,0.441,516.0
203915,Spencer Dinwiddie,Mavericks,6-5,215,Guard,Spencer Dinwiddie,2024-25,1610612742,79,872,349,209,284,682,0.416,2136.0
1629029,Luka Dončić,Lakers,6-6,230,Forward-Guard,Luka Dončić,2024-25,0,50,1408,383,409,461,1025,0.45,1769.0
1629652,Luguentz Dort,Thunder,6-4,220,Guard,Luguentz Dort,2024-25,1610612760,71,719,115,293,258,593,0.435,2073.0
1630245,Ayo Dosunmu,Bulls,6-5,200,Guard,Ayo Dosunmu,2024-25,1610612741,46,566,208,161,221,449,0.492,1394.0
1630288,Jeff Dowtin Jr.,76ers,6-3,177,Guard,Jeff Dowtin Jr.,2024-25,1610612755,41,285,78,60,112,230,0.487,621.0
1628408,PJ Dozier,,6-6,205,Guard-Forward,PJ Dozier,2024-25,1610612750,9,7,5,5,2,3,0.667,35.0
203083,Andre Drummond,76ers,6-11,279,Center,Andre Drummond,2024-25,1610612755,40,293,34,310,117,234,0.5,751.0
1630537,Chris Duarte,,6-5,190,Guard,Chris Duarte,2024-25,1610612741,17,36,9,20,12,26,0.462,74.0
1642505,Alex Ducas,Thunder,6-7,220,Guard,Alex Ducas,2024-25,1610612760,21,36,5,26,12,30,0.4,125.0
1630561,David Duke Jr.,Spurs,6-4,204,Guard,David Duke Jr.,2024-25,1610612759,6,16,4,5,6,14,0.429,34.0
1627739,Kris Dunn,Clippers,6-3,205,Guard,Kris Dunn,2024-25,1610612746,74,474,210,251,192,437,0.439,1783.0
1642346,Ryan Dunn,Suns,6-8,216,Forward,Ryan Dunn,2024-25,1610612756,74,511,57,267,205,477,0.43,1410.0
201142,Kevin Durant,Suns,6-11,240,Forward,Kevin Durant,2024-25,1610612756,62,1647,263,374,592,1124,0.527,2265.0
1631105,Jalen Duren,Pistons,6-10,250,Center,Jalen Duren,2024-25,1610612765,78,918,209,807,378,546,0.692,2034.0
1631106,Tari Eason,Rockets,6-8,215,Forward,Tari Eason,2024-25,1610612745,57,686,83,362,272,559,0.487,1420.0
1641744,Zach Edey,Grizzlies,7-4,305,Center,Zach Edey,2024-25,1610612763,66,610,65,548,251,433,0.58,1416.0
1630162,Anthony Edwards,Timberwolves,6-4,225,Guard,Anthony Edwards,2024-25,1610612750,79,2177,359,450,721,1612,0.447,2871.0
1642399,Jesse Edwards,Timberwolves,7-0,236,Center,Jesse Edwards,2024-25,1610612750,2,0,1,0,0,0,0.0,5.0
1642348,Justin Edwards,76ers,6-7,203,Forward,Justin Edwards,2024-25,1610612755,44,445,69,148,172,378,0.455,1155.0
1630556,Kessler Edwards,Mavericks,6-7,203,Forward,Kessler Edwards,2024-25,1610612742,40,168,42,115,67,135,0.496,608.0
1631165,Keon Ellis,Kings,6-4,175,Guard,Keon Ellis,2024-25,1610612758,80,666,120,212,227,464,0.489,1948.0
203954,Joel Embiid,76ers,7-0,280,Center-Forward,Joel Embiid,2024-25,1610612755,19,452,85,155,140,315,0.444,574.0
1630623,Tyson Etienne,Nets,6-2,200,Guard,Tyson Etienne,2024-25,1610612751,7,55,12,9,17,52,0.327,151.0
1629234,Drew Eubanks,Clippers,6-10,245,Forward-Center,Drew Eubanks,2024-25,0,61,280,54,226,115,194,0.593,746.0
1641787,Tosan Evbuomwan,Nets,6-7,217,Forward,Tosan Evbuomwan,2024-25,1610612751,28,267,55,120,94,220,0.427,665.0
203957,Danté Exum,Mavericks,6-5,214,Guard,Danté Exum,2024-25,1610612742,20,174,56,33,64,134,0.478,372.0
1628981,Bruno Fernando,,6-9,240,Forward-Center,Bruno Fernando,2024-25,1610612761,17,58,18,51,26,49,0.531,147.0
1642271,Kyle Filipowski,Jazz,6-11,250,Center,Kyle Filipowski,2024-25,1610612762,72,690,140,440,260,518,0.502,1522.0
1627827,Dorian Finney-Smith,Lakers,6-7,220,Forward,Dorian Finney-Smith,2024-25,0,63,549,90,247,195,435,0.448,1819.0
1641745,Adam Flagler,Thunder,6-3,180,Guard,Adam Flagler,2024-25,1610612760,37,65,12,27,25,96,0.26,203.0
1642280,Trentyn Flowers,Clippers,6-9,185,Forward,Trentyn Flowers,2024-25,1610612746,6,11,0,4,4,11,0.364,27.0
1630201,Malachi Flynn,,6-1,185,Guard,Malachi Flynn,2024-25,1610612766,4,16,7,7,5,13,0.385,44.0
1631323,Simone Fontecchio,Pistons,6-7,209,Forward,Simone Fontecchio,2024-25,1610612765,75,446,65,215,150,373,0.402,1237.0
1628368,De'Aaron Fox,Spurs,6-3,185,Guard,De'Aaron Fox,2024-25,0,62,1459,392,298,539,1163,0.463,2241.0
1642402,Enrique Freeman,Pacers,6-7,220,Forward,Enrique Freeman,2024-25,1610612754,22,46,9,30,16,37,0.432,181.0
1628365,Markelle Fultz,Kings,6-4,209,Guard,Markelle Fultz,2024-25,1610612758,21,61,27,20,28,67,0.418,184.0
1642277,Johnny Furphy,Pacers,6-9,200,Guard,Johnny Furphy,2024-25,1610612754,50,103,19,71,35,92,0.38,379.0
1629655,Daniel Gafford,Mavericks,6-10,265,Forward-Center,Daniel Gafford,2024-25,1610612742,57,701,80,388,283,403,0.702,1226.0
1629636,Darius Garland,Cavaliers,6-1,192,Guard,Darius Garland,2024-25,1610612739,75,1544,506,214,554,1174,0.472,2301.0
1630585,Marcus Garrett,,6-5,205,Guard,Marcus Garrett,2024-25,1610612766,4,28,13,6,11,27,0.407,79.0
1641718,Keyonte George,Jazz,6-4,185,Guard,Keyonte George,2024-25,1610612762,67,1125,377,253,359,919,0.391,2108.0
1642273,Kyshawn George,Wizards,6-8,200,Forward,Kyshawn George,2024-25,1610612764,68,590,169,285,203,546,0.372,1802.0
202331,Paul George,76ers,6-8,220,Forward,Paul George,2024-25,1610612755,41,665,178,219,245,570,0.43,1334.0
201959,Taj Gibson,Hornets,6-9,232,Forward,Taj Gibson,2024-25,1610612766,37,107,21,120,47,95,0.495,409.0
1630581,Josh Giddey,Bulls,6-8,216,Guard,Josh Giddey,2024-25,1610612741,70,1022,503,566,371,798,0.465,2117.0
1628983,Shai Gilgeous-Alexander,Thunder,6-6,195,Guard,Shai Gilgeous-Alexander,2024-25,1610612760,76,2484,486,379,860,1656,0.519,2598.0
1630264,Anthony Gill,Wizards,6-8,230,Forward,Anthony Gill,2024-25,1610612764,51,129,16,66,43,88,0.489,398.0
1631221,Collin Gillespie,Suns,6-1,195,Guard,Collin Gillespie,2024-25,1610612756,33,194,78,78,68,158,0.43,461.0
203497,Rudy Gobert,Timberwolves,7-1,258,Center,Rudy Gobert,2024-25,1610612750,72,866,127,785,341,510,0.669,2388.0
1630692,Jordan Goodwin,Lakers,6-5,215,Guard,Jordan Goodwin,2024-25,1610612747,29,161,42,112,63,144,0.438,543.0
203932,Aaron Gordon,Nuggets,6-8,235,Forward,Aaron Gordon,2024-25,1610612743,51,748,164,247,264,497,0.531,1447.0
201569,Eric Gordon,76ers,6-3,215,Guard,Eric Gordon,2024-25,1610612755,39,266,65,46,87,204,0.426,769.0
1641789,Jazian Gortman,,6-2,184,Guard,Jazian Gortman,2024-25,1610612742,16,24,6,5,9,23,0.391,57.0
203924,Jerami Grant,Trail Blazers,6-7,210,Forward,Jerami Grant,2024-25,1610612757,47,677,101,163,214,574,0.373,1524.0
1631260,AJ Green,Bucks,6-4,190,Guard,AJ Green,2024-25,1610612749,73,541,108,174,182,424,0.429,1659.0
203110,Draymond Green,Warriors,6-6,230,Forward,Draymond Green,2024-25,1610612744,68,613,383,414,216,509,0.424,1983.0
1630224,Jalen Green,Rockets,6-4,186,Guard,Jalen Green,2024-25,1610612745,82,1723,282,377,608,1437,0.423,2697.0
1629750,Javonte Green,Cavaliers,6-5,205,Guard,Javonte Green,2024-25,0,68,347,56,218,123,287,0.429,1258.0
201145,Jeff Green,Rockets,6-8,235,Forward,Jeff Green,2024-25,1610612745,32,172,20,58,61,121,0.504,396.0
1630182,Josh Green,Hornets,6-5,200,Guard,Josh Green,2024-25,1610612766,68,506,108,172,180,421,0.428,1888.0
1629656,Quentin Grimes,76ers,6-4,210,Guard,Quentin Grimes,2024-25,0,75,1092,228,324,384,823,0.467,2013.0
1631243,Mouhamed Gueye,Hawks,6-10,210,Forward,Mouhamed Gueye,2024-25,1610612737,33,197,27,139,72,171,0.421,533.0
1629060,Rui Hachimura,Lakers,6-8,230,Forward,Rui Hachimura,2024-25,1610612747,59,775,83,295,293,576,0.509,1869.0
1630169,Tyrese Haliburton,Pacers,6-5,185,Guard,Tyrese Haliburton,2024-25,1610612754,73,1359,673,258,476,1006,0.473,2450.0
1641790,PJ Hall,Nuggets,6-10,245,Center,PJ Hall,2024-25,1610612743,19,33,4,22,14,24,0.583,66.0
203501,Tim Hardaway Jr.,Pistons,6-5,205,Guard-Forward,Tim Hardaway Jr.,2024-25,1610612765,77,844,123,183,276,680,0.406,2153.0
201935,James Harden,Clippers,6-5,220,Guard,James Harden,2024-25,1610612746,79,1802,687,456,531,1295,0.41,2789.0
1630702,Jaden Hardy,Mavericks,6-3,198,Guard,Jaden Hardy,2024-25,1610612742,57,496,81,89,180,414,0.435,907.0
1641989,Elijah Harkless,Jazz,6-3,195,Guard,Elijah Harkless,2024-25,1610612762,10,32,8,21,11,35,0.314,138.0
1631199,Ron Harper Jr.,Pistons,6-4,233,Guard-Forward,Ron Harper Jr.,2024-25,1610612765,1,4,2,7,1,8,0.125,17.0
203914,Gary Harris,Magic,6-4,210,Guard,Gary Harris,2024-25,1610612753,48,145,30,64,51,133,0.383,711.0
202699,Tobias Harris,Pistons,6-8,226,Forward,Tobias Harris,2024-25,1610612765,73,1002,162,432,384,805,0.477,2305.0
1628404,Josh Hart,Knicks,6-4,215,Guard,Josh Hart,2024-25,1610612752,77,1051,453,737,404,770,0.525,2897.0
1628392,Isaiah Hartenstein,Thunder,7-0,250,Center-Forward,Isaiah Hartenstein,2024-25,1610612760,57,637,219,611,279,480,0.581,1590.0
1630573,Sam Hauser,Celtics,6-7,217,Forward,Sam Hauser,2024-25,1610612738,71,605,64,224,214,474,0.451,1541.0
1641722,Jordan Hawkins,Pelicans,6-5,190,Guard,Jordan Hawkins,2024-25,1610612740,56,604,66,158,207,556,0.372,1320.0
1629637,Jaxson Hayes,Lakers,7-0,220,Center-Forward,Jaxson Hayes,2024-25,1610612747,56,383,58,269,161,223,0.722,1093.0
1630165,Killian Hayes,,6-5,195,Guard,Killian Hayes,2024-25,1610612751,6,54,31,18,18,43,0.419,162.0
1630703,Scoot Henderson,Trail Blazers,6-3,206,Guard,Scoot Henderson,2024-25,1610612757,66,837,335,198,287,685,0.419,1759.0
1641707,Taylor Hendricks,Jazz,6-9,215,Forward,Taylor Hendricks,2024-25,1610612762,3,14,2,15,4,18,0.222,75.0
1629639,Tyler Herro,Heat,6-5,195,Guard,Tyler Herro,2024-25,1610612748,77,1840,424,399,651,1378,0.472,2725.0
1627741,Buddy Hield,Warriors,6-4,220,Guard,Buddy Hield,2024-25,1610612744,82,912,134,264,328,786,0.417,1863.0
